date,value
20210103T132000Z,0.25287356321839
20210103T131000Z,0.3
20210103T133000Z,0.227513227513227
20210103T143500Z,0.291005291005291
20210103T133500Z,0.431818181818181
20210103T134500Z,0.411111111111111
20210103T151500Z,0.352
20210103T141500Z,0.414285714285714
20210103T150500Z,0.386904761904761
20210103T152500Z,0.597222222222222
20210103T161000Z,0.307420494699646
20210103T152000Z,0.685897435897435
20210103T151000Z,0.0285714285714285
20210103T171500Z,0.466666666666666
20210103T161500Z,0.411111111111111
20210103T161000Z,0.3
20210103T165500Z,0.0555555555555555
20210103T163000Z,0.208333333333333
20210103T165500Z,0.248275862068965
20210103T181500Z,0.103448275862068
20210103T171500Z,0.434782608695652
20210103T184000Z,0.364864864864864
20210103T175000Z,0.277777777777777
20210103T180500Z,0.427777777777777
20210103T182500Z,0.605633802816901
20210103T190500Z,0.89375
20210103T191500Z,0.126984126984126
20210103T195500Z,0.0747126436781609
20210103T195000Z,0.161016949152542
20210103T200000Z,0.40983606557377
20210103T211000Z,0.211640211640211
20210103T202000Z,0.539473684210526
20210103T211500Z,0.424731182795698
20210103T213000Z,0.492063492063492
20210103T224500Z,0.233333333333333
20210103T231500Z,0.0222222222222222
20210104T062500Z,0.116666666666666
20210104T061000Z,0.58041958041958
20210104T070500Z,0.328
20210104T070000Z,0.655
20210104T082500Z,0.127777777777777
20210104T071500Z,0.161111111111111
20210104T082500Z,0.0444444444444444
20210104T074000Z,0.166666666666666
20210104T091500Z,0.782608695652174
20210104T084500Z,0.217391304347826
20210104T092500Z,0.126984126984126
20210104T085500Z,0.0857142857142857
20210104T092000Z,0.32183908045977
20210104T092500Z,0.828947368421052
20210104T103000Z,0.358333333333333
20210104T120500Z,0.285714285714285
20210104T111000Z,0.794444444444444
20210104T114500Z,0.612676056338028
20210104T121000Z,0.0111111111111111
20210104T131000Z,0.188888888888888
20210104T134500Z,0.48
20210104T131500Z,0.67391304347826
20210104T140000Z,0.266666666666666
20210104T141500Z,0.171428571428571
20210104T143000Z,0.287234042553191
20210104T145500Z,0.267123287671232
20210104T143000Z,0.260869565217391
20210104T155500Z,0.19434628975265
20210104T164000Z,0.934782608695652
20210104T172000Z,0.208737864077669
20210104T170000Z,0.142857142857142
20210104T181000Z,0.233333333333333
20210104T182500Z,0.114285714285714
20210104T173000Z,0.109375
20210104T185500Z,0.432432432432432
20210104T175500Z,0.105555555555555
20210104T182500Z,0.608695652173913
20210104T193500Z,0.317241379310344
20210104T193500Z,0.166666666666666
20210104T185500Z,0.0961538461538461
20210104T204000Z,0.0566037735849056
20210104T202000Z,0.242857142857142
20210104T195500Z,0.719576719576719
20210104T194500Z,0.116402116402116
20210104T223500Z,0.265217391304347
20210104T220500Z,0.116666666666666
20210104T221500Z,0.0111111111111111
20210105T063000Z,0.00555555555555555
20210105T061500Z,0.5
20210105T075500Z,0.0777777777777777
20210105T085000Z,0.148409893992932
20210105T084500Z,0.09375
20210105T081500Z,0.456521739130434
20210105T084500Z,0.0952380952380952
20210105T094000Z,0.172661870503597
20210105T110000Z,0.285714285714285
20210105T120500Z,0.144736842105263
20210105T120500Z,0.306451612903225
20210105T121500Z,0.394444444444444
20210105T123500Z,0.0333333333333333
20210105T140000Z,0.739130434782608
20210105T142500Z,0.0857142857142857
20210105T143500Z,0.65034965034965
20210105T155500Z,0.125
20210105T155500Z,0.0423280423280423
20210105T163500Z,0.0777777777777777
20210105T164000Z,0.288888888888888
20210105T175000Z,0.608695652173913
20210105T183000Z,0.0857142857142857
20210105T173500Z,0.125
20210105T182000Z,0.0722222222222222
20210105T181000Z,0.394366197183098
20210105T190500Z,0.1
20210105T195000Z,0.402116402116402
20210105T210500Z,0.128571428571428
20210105T215500Z,0.0333333333333333
20210106T063500Z,0.111111111111111
20210106T060000Z,0.648854961832061
20210106T062500Z,0.455555555555555
20210106T082500Z,0.0722222222222222
20210106T074500Z,0.166666666666666
20210106T081500Z,0.739130434782608
20210106T085500Z,0.0952380952380952
20210106T100500Z,0.416666666666666
20210106T104000Z,0.158730158730158
20210106T104500Z,0.223684210526315
20210106T121000Z,0.349462365591397
20210106T133000Z,0.0222222222222222
20210106T120000Z,0.0222222222222222
20210106T132000Z,0.0555555555555555
20210106T132500Z,0.288888888888888
20210106T145000Z,0.644859813084112
20210106T141500Z,0.116666666666666
20210106T161000Z,0.611111111111111
20210106T155000Z,0.243816254416961
20210106T155500Z,0.166666666666666
20210106T171000Z,0.19047619047619
20210106T164500Z,0.426470588235294
20210106T174500Z,0.128571428571428
20210106T185000Z,0.326086956521739
20210106T173000Z,0.513513513513513
20210106T185000Z,0.15
20210106T185500Z,0.79375
20210106T192500Z,0.148148148148148
20210106T190500Z,0.624472573839662
20210106T204000Z,0.25
20210106T193500Z,0.110344827586206
20210106T211500Z,0.430962343096234
20210106T230000Z,0.0333333333333333
20210107T052500Z,0.0611111111111111
20210107T065500Z,0.0333333333333333
20210107T072500Z,0.704301075268817
20210107T065500Z,0.264705882352941
20210107T075000Z,0.0954063604240282
20210107T090500Z,0.140625
20210107T083500Z,0.458333333333333
20210107T075500Z,0.0793650793650793
20210107T102500Z,0.47089947089947
20210107T105500Z,0.317073170731707
20210107T113000Z,0.554054054054054
20210107T124000Z,0.408450704225352
20210107T122000Z,0.269841269841269
20210107T135000Z,0.584
20210107T135000Z,0.0666666666666666
20210107T142500Z,0.455555555555555
20210107T135500Z,0.142857142857142
20210107T142000Z,0.496503496503496
20210107T161500Z,0.543478260869565
20210107T161000Z,0.190812720848056
20210107T160000Z,0.183333333333333
20210107T173000Z,0.2
20210107T163000Z,0.2
20210107T165500Z,0.514705882352941
20210107T174000Z,0.316666666666666
20210107T175000Z,0.347826086956521
20210107T175500Z,0.0722222222222222
20210107T180500Z,0.295774647887323
20210107T191500Z,0.137566137566137
20210107T201000Z,0.0896551724137931
20210107T231000Z,0.05
20210108T054000Z,0.0722222222222222
20210108T054000Z,0.0111111111111111
20210108T081000Z,0.402777777777777
20210108T082000Z,0.138888888888888
20210108T085500Z,0.239130434782608
20210108T093000Z,0.142857142857142
20210108T091500Z,0.206349206349206
20210108T110500Z,0.312169312169312
20210108T113500Z,0.472222222222222
20210108T120500Z,0.305555555555555
20210108T112500Z,0.290322580645161
20210108T120000Z,0.486772486772486
20210108T130500Z,0.288888888888888
20210108T123000Z,0.349206349206349
20210108T135000Z,0.0333333333333333
20210108T133500Z,0.333333333333333
20210108T144000Z,0.490654205607476
20210108T150000Z,0.506849315068493
20210108T153500Z,0.608391608391608
20210108T155500Z,0.847826086956521
20210108T160000Z,0.652777777777777
20210108T162500Z,0.291005291005291
20210108T173500Z,0.0888888888888888
20210108T173000Z,0.266666666666666
20210108T181500Z,0.125
20210108T173000Z,0.405594405594405
20210108T173000Z,0.266666666666666
20210108T183500Z,0.62
20210108T182000Z,0.174603174603174
20210108T200500Z,0.211864406779661
20210108T200500Z,0.416666666666666
20210108T210000Z,0.171428571428571
20210108T221000Z,0.172222222222222
20210108T222500Z,0.0166666666666666
20210109T070500Z,0.310344827586206
20210109T063000Z,0.816901408450704
20210109T090000Z,0.316666666666666
20210109T082500Z,0.2
20210109T093000Z,0.521739130434782
20210109T101500Z,0.194444444444444
20210109T105000Z,0.275132275132275
20210109T111000Z,0.05
20210109T122000Z,0.172222222222222
20210109T120000Z,0.35
20210109T122000Z,0.233333333333333
20210109T123000Z,0.0142857142857142
20210109T131500Z,0.343915343915343
20210109T142500Z,0.287383177570093
20210109T143000Z,0.333333333333333
20210109T154000Z,0.227777777777777
20210109T142500Z,0.347826086956521
20210109T154500Z,0.506410256410256
20210109T153500Z,0.138888888888888
20210109T153000Z,0.282685512367491
20210109T164000Z,0.314285714285714
20210109T174000Z,0.405405405405405
20210109T202000Z,0.534391534391534
20210109T192500Z,0.173333333333333
20210109T203000Z,0.0222222222222222
20210110T053000Z,0.564885496183206
20210110T064500Z,0.485915492957746
20210110T084000Z,0.233333333333333
20210110T080500Z,0.0722222222222222
20210110T092500Z,0.0833333333333333
20210110T090000Z,0.0428571428571428
20210110T103000Z,0.372972972972973
20210110T105000Z,0.328042328042328
20210110T123000Z,0.716216216216216
20210110T114000Z,0.111111111111111
20210110T114500Z,0.236842105263157
20210110T121000Z,0.276666666666666
20210110T131500Z,0.111111111111111
20210110T130000Z,0.356382978723404
20210110T125000Z,0.32258064516129
20210110T131500Z,0.0111111111111111
20210110T135500Z,0.179894179894179
20210110T134000Z,0.413043478260869
20210110T144000Z,0.46590909090909
20210110T135000Z,0.292056074766355
20210110T142000Z,0.157534246575342
20210110T142000Z,0.144444444444444
20210110T155500Z,0.73
20210110T145500Z,0.0534351145038167
20210110T164000Z,0.528735632183908
20210110T165000Z,0.0142857142857142
20210110T172000Z,0.255555555555555
20210110T163500Z,0.521505376344086
20210110T170000Z,0.322222222222222
20210110T173500Z,0.21875
20210110T183000Z,0.569444444444444
20210110T180500Z,0.186206896551724
20210110T184000Z,0.630434782608695
20210110T181500Z,0.155555555555555
20210110T181500Z,0.355555555555555
20210110T183500Z,0.535211267605633
20210110T184000Z,0.238095238095238
20210110T200500Z,0.126984126984126
20210110T204000Z,0.305555555555555
20210110T194500Z,0.096551724137931
20210110T205500Z,0.0
20210110T220500Z,0.333333333333333
20210110T233000Z,0.386243386243386
20210111T064000Z,0.0277777777777777
20210111T054500Z,0.00555555555555555
20210111T063000Z,0.584507042253521
20210111T070000Z,0.5
20210111T075500Z,0.111111111111111
20210111T072500Z,0.0142857142857142
20210111T082500Z,0.133333333333333
20210111T072500Z,0.188888888888888
20210111T074000Z,0.1
20210111T084500Z,0.264550264550264
20210111T101500Z,0.281609195402298
20210111T095000Z,0.555555555555555
20210111T100000Z,0.3125
20210111T112000Z,0.22463768115942
20210111T124000Z,0.425531914893617
20210111T131000Z,0.15
20210111T130500Z,0.0222222222222222
20210111T124500Z,0.232
20210111T124000Z,0.0111111111111111
20210111T133500Z,0.185714285714285
20210111T142000Z,0.46551724137931
20210111T142000Z,0.51048951048951
20210111T150000Z,0.049618320610687
20210111T155500Z,0.327586206896551
20210111T151500Z,0.144444444444444
20210111T172000Z,0.105820105820105
20210111T162000Z,0.185714285714285
20210111T173500Z,0.125
20210111T184000Z,0.369565217391304
20210111T173000Z,0.0888888888888888
20210111T174000Z,0.166666666666666
20210111T181000Z,0.0833333333333333
20210111T194500Z,0.111111111111111
20210111T202500Z,0.117241379310344
20210111T213000Z,0.214285714285714
20210111T232500Z,0.0277777777777777
20210112T063000Z,0.0222222222222222
20210112T062000Z,0.580152671755725
20210112T061500Z,0.387323943661971
20210112T070500Z,0.455555555555555
20210112T074000Z,0.111111111111111
20210112T075000Z,0.0388888888888888
20210112T084000Z,0.239130434782608
20210112T081500Z,0.1
20210112T093000Z,0.440758293838862
20210112T094500Z,0.226415094339622
20210112T111000Z,0.418918918918918
20210112T122000Z,0.0902255639097744
20210112T132000Z,0.0222222222222222
20210112T135000Z,0.111111111111111
20210112T133500Z,0.1
20210112T154000Z,0.231884057971014
20210112T161000Z,0.282608695652173
20210112T160000Z,1.0
20210112T172000Z,0.214285714285714
20210112T175000Z,0.104166666666666
20210112T175500Z,0.15
20210112T181500Z,0.4
20210112T180500Z,0.0833333333333333
20210112T213000Z,0.114285714285714
20210113T053500Z,0.122222222222222
20210113T070500Z,0.718309859154929
20210113T072500Z,0.0277777777777777
20210113T075500Z,0.347826086956521
20210113T082500Z,0.114285714285714
20210113T092000Z,0.593525179856115
20210113T112500Z,0.289473684210526
20210113T112500Z,0.145038167938931
20210113T125500Z,0.116541353383458
20210113T124500Z,0.0466666666666666
20210113T132500Z,0.0111111111111111
20210113T150000Z,0.0857142857142857
20210113T150500Z,0.367816091954023
20210113T152500Z,0.369565217391304
20210113T160000Z,0.144876325088339
20210113T163500Z,0.148148148148148
20210113T181500Z,0.179310344827586
20210113T182500Z,0.565217391304347
20210113T183500Z,0.122222222222222
20210113T181000Z,0.72
20210113T190000Z,0.0777777777777777
20210113T201500Z,0.506775067750677
20210113T190500Z,0.191666666666666
20210113T214500Z,0.142857142857142
20210114T053500Z,0.49618320610687
20210114T060500Z,0.408450704225352
20210114T071000Z,0.597222222222222
20210114T073500Z,0.0606796116504854
20210114T082000Z,0.434782608695652
20210114T091500Z,0.114285714285714
20210114T104000Z,0.503597122302158
20210114T115000Z,0.126984126984126
20210114T123500Z,0.177777777777777
20210114T121000Z,0.521505376344086
20210114T124500Z,0.169312169312169
20210114T135000Z,0.792
20210114T132500Z,0.211111111111111
20210114T134000Z,0.271428571428571
20210114T155500Z,0.54
20210114T150000Z,0.739130434782608
20210114T150000Z,0.222222222222222
20210114T155500Z,0.142857142857142
20210114T170500Z,0.111111111111111
20210114T175000Z,0.166666666666666
20210114T180500Z,0.144444444444444
20210114T180000Z,0.77
20210114T185500Z,0.174603174603174
20210115T064500Z,0.0333333333333333
20210115T060000Z,0.0277777777777777
20210115T073000Z,0.388888888888888
20210115T081500Z,0.104166666666666
20210115T091000Z,0.164021164021164
20210115T092000Z,0.645348837209302
20210115T085500Z,0.377777777777777
20210115T095500Z,0.441666666666666
20210115T120000Z,0.223684210526315
20210115T121000Z,0.394366197183098
20210115T115000Z,0.338624338624338
20210115T131500Z,0.417989417989417
20210115T131500Z,0.122222222222222
20210115T135500Z,0.112
20210115T141000Z,0.0777777777777777
20210115T133000Z,0.288888888888888
20210115T145000Z,0.343457943925233
20210115T140000Z,0.232876712328767
20210115T160000Z,0.671328671328671
20210115T145000Z,0.0451127819548872
20210115T160500Z,0.592592592592592
20210115T154500Z,0.269841269841269
20210115T170000Z,0.111111111111111
20210115T180500Z,0.0428571428571428
20210115T175500Z,0.739130434782608
20210115T182500Z,0.944444444444444
20210115T180000Z,0.636363636363636
20210115T182000Z,0.222222222222222
20210115T190500Z,0.460526315789473
20210115T204500Z,0.340277777777777
20210115T222000Z,0.230125523012552
20210115T230500Z,0.19047619047619
20210116T065000Z,0.637681159420289
20210116T071500Z,0.58695652173913
20210116T074500Z,0.1
20210116T083500Z,0.257142857142857
20210116T090500Z,0.956521739130434
20210116T104500Z,0.258064516129032
20210116T110000Z,0.0388888888888888
20210116T122000Z,0.172222222222222
20210116T121500Z,0.577777777777777
20210116T133500Z,0.157142857142857
20210116T133000Z,0.210280373831775
20210116T154500Z,0.166666666666666
20210116T152000Z,0.155555555555555
20210116T161500Z,0.015267175572519
20210116T153000Z,0.739130434782608
20210116T185000Z,0.652173913043478
20210116T184500Z,0.32
20210117T073500Z,0.637681159420289
20210117T081500Z,0.0833333333333333
20210117T071500Z,0.0388888888888888
20210117T093500Z,0.458333333333333
20210117T101000Z,0.179894179894179
20210117T111000Z,0.5
20210117T120500Z,0.366197183098591
20210117T115000Z,0.347826086956521
20210117T131500Z,0.156666666666666
20210117T124500Z,0.196721311475409
20210117T131500Z,0.376
20210117T142000Z,0.711111111111111
20210117T140000Z,0.476190476190476
20210117T144000Z,0.25
20210117T152500Z,0.133333333333333
20210117T152000Z,0.149532710280373
20210117T145500Z,0.534351145038167
20210117T155500Z,0.099236641221374
20210117T162500Z,0.180212014134275
20210117T160500Z,0.0285714285714285
20210117T165500Z,0.1
20210117T170500Z,0.25
20210117T171000Z,0.188888888888888
20210117T180500Z,0.638888888888888
20210117T185000Z,0.387323943661971
20210117T192000Z,0.26875
20210117T182500Z,0.357142857142857
20210117T195500Z,0.241666666666666
20210117T212000Z,0.381720430107526
20210118T055500Z,0.0388888888888888
20210118T053500Z,0.0277777777777777
20210118T062000Z,0.413043478260869
20210118T081000Z,0.233333333333333
20210118T073500Z,0.105555555555555
20210118T080000Z,0.0625
20210118T075500Z,0.5
20210118T092500Z,0.114285714285714
20210118T093500Z,0.183908045977011
20210118T093000Z,0.569444444444444
20210118T095500Z,0.48780487804878
20210118T105500Z,0.105820105820105
20210118T124500Z,0.7
20210118T132000Z,0.0666666666666666
20210118T123500Z,0.256830601092896
20210118T130500Z,0.0666666666666666
20210118T133500Z,0.311111111111111
20210118T140000Z,0.268691588785046
20210118T144500Z,0.475524475524475
20210118T162500Z,0.00763358778625954
20210118T152500Z,0.188888888888888
20210118T164000Z,0.153439153439153
20210118T171500Z,0.208333333333333
20210118T180000Z,0.432432432432432
20210118T184500Z,0.611111111111111
20210118T200500Z,0.582655826558265
20210118T204000Z,0.465608465608465
20210118T231500Z,0.00555555555555555
20210119T052000Z,0.0166666666666666
20210119T062500Z,0.577464788732394
20210119T064000Z,0.388888888888888
20210119T081500Z,0.0611111111111111
20210119T075500Z,0.0444444444444444
20210119T090500Z,0.347826086956521
20210119T101500Z,0.211640211640211
20210119T094500Z,0.263157894736842
20210119T120500Z,0.436619718309859
20210119T130500Z,0.273224043715847
20210119T145000Z,0.366666666666666
20210119T150500Z,0.157142857142857
20210119T153500Z,0.5
20210119T153500Z,0.219081272084805
20210119T153000Z,0.777777777777777
20210119T162500Z,0.3
20210119T180500Z,0.2
20210119T185500Z,0.44
20210119T204000Z,0.114285714285714
20210120T070000Z,0.661971830985915
20210120T071500Z,0.388888888888888
20210120T085500Z,0.0833333333333333
20210120T100000Z,0.305555555555555
20210120T110000Z,0.377777777777777
20210120T114500Z,0.0222222222222222
20210120T115500Z,0.549295774647887
20210120T125500Z,0.0553359683794466
20210120T123000Z,0.397849462365591
20210120T131500Z,0.211111111111111
20210120T140000Z,0.352803738317757
20210120T144000Z,0.46
20210120T150000Z,0.0263157894736842
20210120T162500Z,0.819444444444444
20210120T173000Z,0.228571428571428
20210120T185000Z,0.347826086956521
20210120T173500Z,0.555555555555555
20210120T190500Z,0.0625
20210120T200000Z,0.409214092140921
20210120T190500Z,0.275
20210121T061500Z,0.0111111111111111
20210121T062500Z,0.550724637681159
20210121T070500Z,0.430555555555555
20210121T081000Z,0.0954063604240282
20210121T090500Z,0.413043478260869
20210121T093000Z,0.5
20210121T104500Z,0.512195121951219
20210121T112000Z,0.459459459459459
20210121T122500Z,0.0305343511450381
20210121T114500Z,0.462365591397849
20210121T133500Z,0.133333333333333
20210121T123000Z,0.262068965517241
20210121T141500Z,0.458333333333333
20210121T145000Z,0.166666666666666
20210121T143500Z,0.304597701149425
20210121T151000Z,0.398601398601398
20210121T155000Z,0.0225563909774436
20210121T162500Z,0.597222222222222
20210121T160500Z,0.259259259259259
20210121T171000Z,0.328571428571428
20210121T184000Z,0.763888888888888
20210121T212000Z,0.228571428571428
20210122T061000Z,0.05
20210122T072500Z,0.444444444444444
20210122T084000Z,0.177777777777777
20210122T090500Z,0.179856115107913
20210122T101500Z,0.55
20210122T112000Z,0.570422535211267
20210122T124000Z,0.423280423280423
20210122T131000Z,0.629629629629629
20210122T125500Z,0.444444444444444
20210122T134500Z,0.354497354497354
20210122T141000Z,0.847222222222222
20210122T141000Z,0.211111111111111
20210122T142000Z,0.289719626168224
20210122T140000Z,0.452054794520547
20210122T142500Z,0.503496503496503
20210122T161500Z,0.934782608695652
20210122T151500Z,0.201413427561837
20210122T155500Z,0.555555555555555
20210122T164500Z,0.645502645502645
20210122T161500Z,0.557142857142857
20210122T182500Z,0.978260869565217
20210122T185500Z,0.944444444444444
20210122T192000Z,0.0722222222222222
20210122T201500Z,0.317073170731707
20210122T213500Z,0.326388888888888
20210122T220000Z,0.461111111111111
20210123T062000Z,0.671755725190839
20210123T070500Z,0.697183098591549
20210123T085500Z,0.07773851590106
20210123T074000Z,0.0944444444444444
20210123T083000Z,0.442857142857142
20210123T101500Z,0.585365853658536
20210123T120500Z,0.354609929078014
20210123T124000Z,0.338028169014084
20210123T130000Z,0.05
20210123T120500Z,0.220430107526881
20210123T155500Z,0.246376811594202
20210123T154000Z,0.0114503816793893
20210123T160500Z,0.212014134275618
20210123T160000Z,0.271428571428571
20210123T185500Z,0.216216216216216
20210123T203500Z,0.53551912568306
20210124T073500Z,0.166666666666666
20210124T074000Z,0.138888888888888
20210124T100000Z,0.430555555555555
20210124T112500Z,0.243243243243243
20210124T115000Z,0.0714285714285714
20210124T120500Z,0.05
20210124T134500Z,0.398907103825136
20210124T134000Z,0.328
20210124T131000Z,0.597222222222222
20210124T134000Z,0.494623655913978
20210124T134500Z,0.122222222222222
20210124T144500Z,0.161214953271028
20210124T141000Z,0.152647975077881
20210124T143000Z,0.519083969465648
20210124T150500Z,0.015267175572519
20210124T154500Z,0.120141342756183
20210124T154000Z,0.736111111111111
20210124T160000Z,0.0698924731182795
20210124T171500Z,0.133333333333333
20210124T175000Z,0.111111111111111
20210124T181500Z,0.138888888888888
20210124T184500Z,0.485915492957746
20210124T181500Z,0.16875
20210124T195000Z,0.4
20210124T200500Z,0.45
20210124T223000Z,0.0166666666666666
20210125T072000Z,0.514084507042253
20210125T065500Z,0.326086956521739
20210125T074000Z,0.122222222222222
20210125T081000Z,0.172222222222222
20210125T074000Z,0.344444444444444
20210125T081000Z,0.492063492063492
20210125T095500Z,0.680555555555555
20210125T102000Z,0.614285714285714
20210125T122500Z,0.51
20210125T131500Z,0.0237154150197628
20210125T132500Z,0.377049180327868
20210125T125000Z,0.0111111111111111
20210125T135500Z,0.242857142857142
20210125T144000Z,0.44
20210125T154000Z,0.0
20210125T151000Z,0.206896551724137
20210125T154500Z,0.166666666666666
20210125T172500Z,0.277777777777777
20210125T183000Z,0.27027027027027
20210125T181000Z,0.166666666666666
20210125T192000Z,0.0582010582010582
20210126T060500Z,0.473282442748091
20210126T062000Z,0.463768115942029
20210126T071000Z,0.375
20210126T082500Z,0.133333333333333
20210126T072500Z,0.306878306878306
20210126T082000Z,0.127777777777777
20210126T103000Z,0.541666666666666
20210126T113500Z,0.513513513513513
20210126T131000Z,0.0233333333333333
20210126T141000Z,0.144444444444444
20210126T150000Z,0.59
20210126T145000Z,0.565217391304347
20210126T160500Z,0.888888888888888
20210126T185500Z,0.166666666666666
20210126T182000Z,0.291666666666666
20210127T064000Z,0.54225352112676
20210127T082000Z,0.5
20210127T084000Z,0.0222222222222222
20210127T081000Z,0.0660377358490566
20210127T082000Z,0.172661870503597
20210127T111500Z,0.0919540229885057
20210127T120500Z,0.875
20210127T120500Z,0.0166666666666666
20210127T132500Z,0.0529100529100529
20210127T142000Z,0.264018691588785
20210127T153500Z,0.72
20210127T153500Z,0.0075187969924812
20210127T151500Z,0.972222222222222
20210127T184500Z,0.514285714285714
20210127T184000Z,0.638888888888888
20210127T173000Z,0.543478260869565
20210127T203500Z,0.257452574525745
20210128T055000Z,0.465648854961832
20210128T063500Z,0.422535211267605
20210128T080000Z,0.472222222222222
20210128T075500Z,0.0989399293286219
20210128T080500Z,0.304347826086956
20210128T103500Z,0.258992805755395
20210128T114500Z,0.256756756756756
20210128T111500Z,0.0305343511450381
20210128T121000Z,0.532258064516129
20210128T122500Z,0.111111111111111
20210128T133000Z,0.4
20210128T134000Z,0.188888888888888
20210128T145000Z,0.270114942528735
20210128T144500Z,0.913043478260869
20210128T163500Z,0.15547703180212
20210128T164500Z,1.01388888888888
20210128T165500Z,0.37037037037037
20210128T181500Z,0.930555555555555
20210128T184000Z,0.739130434782608
20210129T060500Z,0.610687022900763
20210129T071500Z,0.304347826086956
20210129T081000Z,0.0722222222222222
20210129T075000Z,0.565217391304347
20210129T101500Z,0.583333333333333
20210129T114500Z,0.521505376344086
20210129T124000Z,0.407407407407407
20210129T121000Z,0.144444444444444
20210129T135500Z,0.388297872340425
20210129T134000Z,0.188888888888888
20210129T135000Z,0.5
20210129T145000Z,0.367816091954023
20210129T152000Z,0.502645502645502
20210129T160500Z,0.0150375939849624
20210129T162500Z,0.571428571428571
20210129T154500Z,0.582010582010582
20210129T184500Z,0.322222222222222
20210129T190000Z,0.445945945945945
20210129T182500Z,0.105555555555555
20210129T174000Z,0.670454545454545
20210129T192000Z,0.451219512195121
20210129T202500Z,0.354166666666666
20210130T063500Z,0.572519083969465
20210130T064000Z,0.528169014084507
20210130T084000Z,0.0848056537102473
20210130T085000Z,0.177777777777777
20210130T112500Z,0.127777777777777
20210130T113000Z,0.127777777777777
20210130T114500Z,0.361111111111111
20210130T130500Z,0.0632411067193675
20210130T124500Z,0.241935483870967
20210130T160000Z,0.347826086956521
20210130T150000Z,0.0075187969924812
20210130T162500Z,0.958333333333333
20210130T181000Z,0.202702702702702
20210130T210000Z,0.0423280423280423
20210131T065000Z,0.556338028169014
20210131T080000Z,0.0944444444444444
20210131T094500Z,0.157142857142857
20210131T104000Z,0.456521739130434
20210131T120000Z,0.0458015267175572
20210131T122000Z,0.0572519083969465
20210131T121000Z,0.0333333333333333
20210131T133000Z,0.251366120218579
20210131T133000Z,0.372413793103448
20210131T125500Z,0.555555555555555
20210131T143500Z,0.462365591397849
20210131T140500Z,0.254672897196261
20210131T141500Z,0.155763239875389
20210131T144000Z,0.694656488549618
20210131T151500Z,0.0037593984962406
20210131T152500Z,0.219081272084805
20210131T155500Z,0.053763440860215
20210131T173000Z,0.262820512820512
20210131T181000Z,0.736111111111111
20210131T173500Z,0.583333333333333
20210131T183500Z,0.29375
20210131T190500Z,0.414285714285714
20210131T204500Z,0.541666666666666
20210131T204000Z,0.411111111111111
20210201T063000Z,0.710144927536231
20210201T073500Z,0.369565217391304
20210201T084500Z,0.477777777777777
20210201T072500Z,0.194444444444444
20210201T072500Z,0.322222222222222
20210201T085000Z,0.566137566137566
20210201T100500Z,0.666666666666666
20210201T112500Z,0.8125
